Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,type,Magic Number,The method contains a magic number: 2,665
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression a.javaName != null && a.javaName.contains("@Name ") && a.arguments.length() > 0 && Character.isJavaIdentifierStart(a.arguments.charAt(0)) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression a.annotation && a.javaName.length() == 0 && a.arguments.length() == 0 is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression (tokens.get().match('(') && (!using || tokens.get(1).match('*') || (tokens.get(2).match("::") && tokens.get(3).match('*')))) || (typedef && tokens.get(1).match('(')) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression token.match(Token.IDENTIFIER) && (dcl.cppName.length() == 0 || dcl.cppName.endsWith("::")) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression type.cppName.equals("void") && indirections2 == 1 && !typedef && tokens.get(1).match('(') is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression indirections2 == 1 && !typedef && tokens.get(1).match('[') is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression (!typedef || dcl.parameters != null) && (constInfo == null || (constInfo.cppTypes != null && constInfo.cppTypes.length > 0)) && (info == null || (info.cppTypes != null && info.cppTypes.length > 0)) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression (!using || defaultName != null) && info != null is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression !valueType && dcl.indirections == 0 && !dcl.reference is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression !type.javaName.contains("@ByPtrRef ") && dcl.indirections == 1 && dcl.reference is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression !type.javaName.contains("@ByPtrPtr ") && dcl.indirections == 2 && !dcl.reference && (infoNumber >= 0 || type.javaName.equals("PointerPointer")) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression needCast || (valueType && dcl.rvalue && !type.annotations.contains("@")&& !type.javaName.contains("@")) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression !valueType && dcl.indirections == 0 && dcl.rvalue is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression valueType && type.constValue && dcl.reference is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression !valueType && dcl.indirections == 0 && !dcl.reference && !dcl.rvalue is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression attr == null && defaultName == null && info != null && info.javaNames != null && info.javaNames.length > 0 && (dcl.operator || !info.cppNames[0].contains("<") || (context.templateMap != null && context.templateMap.type == null)) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression dcl.parameters != null && indirections2 == 0 && !using && !typedef is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression info != null && info.pointerTypes != null && info.pointerTypes.length > 0 is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression typedef && originalName != null && originalName.length() > 0 && originalName != defaultName is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Conditional,The conditional expression !localName.equals(dcl.javaName) && (!simpleName.contains("::") || context.javaName == null) is complex.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Complex Method,Cyclomatic complexity of the method is 162,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Method,The method has 628 lines of code.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Parameter List,The method has 7 parameters. ,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "if (a.javaName != null && a.javaName.contains("@Name ") && a.arguments.length() > 0 && Character.isJavaIdentifierStart(a.arguments.charAt(0))) {" is 144.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "if ((tokens.get().match('(') && (!using || tokens.get(1).match('*') || (tokens.get(2).match("::") && tokens.get(3).match('*')))) || (typedef && tokens.get(1).match('('))) {" is 172.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "Info info=type.constValue && (dcl.indirections == 0 || (dcl.indirections < 2 && !dcl.reference)) ? constInfo : infoMap.getFirst(type.cppName`false);" is 148.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "if ((!typedef || dcl.parameters != null) && (constInfo == null || (constInfo.cppTypes != null && constInfo.cppTypes.length > 0)) && (info == null || (info.cppTypes != null && info.cppTypes.length > 0))) {" is 204.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "valueType=(info.enumerate || info.valueTypes != null) && ((type.constValue && dcl.indirections == 0 && dcl.reference) || (dcl.indirections == 0 && !dcl.reference) || info.pointerTypes == null);" is 193.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "infoLength=valueType ? (info.valueTypes != null ? info.valueTypes.length : 1) : (info.pointerTypes != null ? info.pointerTypes.length : 1);" is 139.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "type.javaName=valueType ? (info.valueTypes != null ? info.valueTypes[dcl.infoNumber] : type.javaName) : (info.pointerTypes != null ? info.pointerTypes[dcl.infoNumber] : type.javaName);" is 184.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "else if (!type.javaName.contains("@ByPtrPtr ") && dcl.indirections == 2 && !dcl.reference && (infoNumber >= 0 || type.javaName.equals("PointerPointer"))) {" is 155.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "if (attr == null && defaultName == null && info != null && info.javaNames != null && info.javaNames.length > 0 && (dcl.operator || !info.cppNames[0].contains("<") || (context.templateMap != null && context.templateMap.type == null))) {" is 235.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "definition.text+=(tokens.get().match(Token.CONST`Token.__CONST`Token.CONSTEXPR) ? "@Const " : "") + "public static class " + functionType+ " extends FunctionPointer {\n"+ " static { Loader.load(); }\n"+ " /** Pointer cast constructor. Invokes {@link Pointer#Pointer(Pointer)}. */\n"+ " public "+ functionType+ "(Pointer p) { super(p); }\n"+ (groupInfo != null ? "" : " protected " + functionType + "() { allocate(); }\n"+ " private native void allocate();\n");" is 460.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "definition.text+=" public native " + type.annotations + type.javaName+ " get("+ groupInfo.pointerTypes[0]+ " o);\n"+ " public native "+ functionType+ " put("+ groupInfo.pointerTypes[0]+ " o` "+ type.annotations+ type.javaName+ " v);\n"+ "}\n";" is 243.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Long Statement,The length of the statement "definition.text+=" public native " + type.annotations + type.javaName+ " call"+ (groupInfo != null ? "(" + groupInfo.pointerTypes[0] + " o"+ (dcl.parameters.list.charAt(1) == ')' ? ")" : "` " + dcl.parameters.list.substring(1)) : dcl.parameters.list)+ ";\n"+ "}\n";" is 265.,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 256,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 3,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 3,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,declarator,Magic Number,The method contains a magic number: 2,1050
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Complex Conditional,The conditional expression c == '`' && ss.startsWith("``") && sb.length() - index > 3 is complex.,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Complex Conditional,The conditional expression (c == '\\' || c == '@') && ss.startsWith("code") is complex.,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Complex Conditional,The conditional expression (c == '\\' || c == '@') && ss.startsWith("verbatim") is complex.,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Complex Conditional,The conditional expression c == '\n' && ss.length() > 0 && ss.charAt(0) == '\n' is complex.,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Complex Method,Cyclomatic complexity of the method is 21,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 3,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 3,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 3,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 3,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 5,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 5,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 8,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 9,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 9,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentDoc,Magic Number,The method contains a magic number: 12,1717
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Complex Conditional,The conditional expression s.startsWith("/**") || s.startsWith("/*!") || s.startsWith("///")|| s.startsWith("//!") is complex.,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Complex Conditional,The conditional expression s.startsWith("//") && s.contains("*/") && startDoc >= 0 is complex.,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Complex Conditional,The conditional expression s.length() >= 3 && (s.startsWith("///") || s.startsWith("//!")) && !s.startsWith("////") && !s.startsWith("///*") is complex.,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Complex Method,Cyclomatic complexity of the method is 13,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Long Statement,The length of the statement "else if (s.length() >= 3 && (s.startsWith("///") || s.startsWith("//!")) && !s.startsWith("////") && !s.startsWith("///*")) {" is 125.,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Magic Number,The method contains a magic number: 3,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Magic Number,The method contains a magic number: 3,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Magic Number,The method contains a magic number: 3,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Magic Number,The method contains a magic number: 3,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Magic Number,The method contains a magic number: 3,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentBefore,Magic Number,The method contains a magic number: 3,1805
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Complex Conditional,The conditional expression s.startsWith("/**") || s.startsWith("/*!") || s.startsWith("///")|| s.startsWith("//!") is complex.,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Complex Conditional,The conditional expression s.length() > 4 && (s.startsWith("///") || s.startsWith("//!")) is complex.,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Complex Method,Cyclomatic complexity of the method is 12,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Magic Number,The method contains a magic number: 3,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Magic Number,The method contains a magic number: 3,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Magic Number,The method contains a magic number: 4,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Magic Number,The method contains a magic number: 4,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Magic Number,The method contains a magic number: 4,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,commentAfter,Magic Number,The method contains a magic number: 4,1857
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,attribute,Complex Conditional,The conditional expression attr.annotation=info != null && info.annotations != null && info.javaNames == null && info.valueTypes == null && info.pointerTypes == null is complex.,1909
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,attribute,Complex Conditional,The conditional expression !brackets && explicit && !attr.annotation&& !keyword is complex.,1909
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,attribute,Complex Method,Cyclomatic complexity of the method is 18,1909
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,attribute,Long Statement,The length of the statement "if (attr.annotation=info != null && info.annotations != null && info.javaNames == null && info.valueTypes == null && info.pointerTypes == null) {" is 145.,1909
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,body,Complex Method,Cyclomatic complexity of the method is 8,1968
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Complex Conditional,The conditional expression token.match('('`'{') || (count2 == 0 && token.match('<')) is complex.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Complex Conditional,The conditional expression token.match(')'`'}') || (count2 == 1 && token.match('>')) is complex.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Complex Conditional,The conditional expression dcl != null && !dcl.type.javaName.equals("void") && (!hasDefault || !useDefaults) is complex.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Complex Conditional,The conditional expression context.templateMap == null && dcls.size() == 1 && (dcls.get(0) == null || dcls.get(0).type == null || dcls.get(0).type.cppName == null || dcls.get(0).type.cppName.length() == 0) is complex.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Complex Method,Cyclomatic complexity of the method is 33,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Empty catch clause,The method has an empty catch block.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Long Method,The method has 140 lines of code.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Long Statement,The length of the statement "defaultValue=defaultValue.replaceAll("\""`"\\\\\"").replaceAll("\n(\\s*)"`"\"\n$1 + \"").replaceAll("\\(\\{\\}\\)"`"{}");" is 121.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Long Statement,The length of the statement "if (context.templateMap == null && dcls.size() == 1 && (dcls.get(0) == null || dcls.get(0).type == null || dcls.get(0).type.cppName == null || dcls.get(0).type.cppName.length() == 0)) {" is 185.,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Magic Number,The method contains a magic number: 6,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Magic Number,The method contains a magic number: 6,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Magic Number,The method contains a magic number: 3,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,parameters,Magic Number,The method contains a magic number: 3,1997
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,incorporateConstAnnotation,Magic Number,The method contains a magic number: 2,2144
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression context.javaName == null && !type.operator && params != null is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression count == 0 && !token.match(Token.IDENTIFIER`'>') && tokens.get(1).match('{') is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression (type.constructor || type.destructor || type.operator) && params != null is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression dcl.cppName == null || type.javaName.length() == 0 || dcl.parameters == null is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression !type.constructor && !type.destructor && !type.operator&& (context.templateMap == null || context.templateMap.full()) is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression type.friend || tokens.get().match("&&") || (context.javaName == null && localNamespace > 0)|| (info != null && info.skip) is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression count == 0 && !token.match(Token.IDENTIFIER`'>') && tokens.get(1).match('{') is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression (type.constructor || type.destructor || type.operator) && params != null is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression count == 0 && !token.match(Token.IDENTIFIER`'>') && tokens.get(1).match('{') is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression fullInfo != null && fullInfo.javaNames != null && fullInfo.javaNames.length > 0 is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression !localName2.equals(dcl.javaName) && (!simpleName.contains("::") || context.javaName == null) is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression decl.constMember && type.virtual && context.virtualize is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression dcl.javaName.length() > 0 && !found && (!type.destructor || (info != null && info.javaText != null)) is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Conditional,The conditional expression found && n / 2 > 0 && n % 2 == 0 && n / 2 > Math.max(dcl.infoNumber`dcl.parameters.infoNumber) is complex.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Complex Method,Cyclomatic complexity of the method is 103,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Long Method,The method has 405 lines of code.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Long Statement,The length of the statement "dcl.cppName="operator " + (dcl.type.constValue ? "const " : "") + dcl.type.cppName+ (dcl.type.indirections > 0 ? "*" : dcl.type.reference ? "&" : "");" is 150.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Long Statement,The length of the statement "if (!type.constructor && !type.destructor && !type.operator&& (context.templateMap == null || context.templateMap.full())) {" is 124.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Long Statement,The length of the statement "if (type.friend || tokens.get().match("&&") || (context.javaName == null && localNamespace > 0)|| (info != null && info.skip)) {" is 128.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Long Statement,The length of the statement "dcl.cppName="operator " + (dcl.type.constValue ? "const " : "") + dcl.type.cppName+ (dcl.type.indirections > 0 ? "*" : dcl.type.reference ? "&" : "");" is 150.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Long Statement,The length of the statement "modifiers="@Virtual" + (decl.abstractMember ? "(true) " : " ") + (context.inaccessible ? "protected native " : "public native ");" is 129.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Long Statement,The length of the statement "decl.text+="public " + context.shorten(context.javaName) + dcl.parameters.list+ " { super((Pointer)null); allocate"+ params.names+ "; }\n"+ type.annotations+ "private native void allocate"+ dcl.parameters.list+ ";\n";" is 217.,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,function,Magic Number,The method contains a magic number: 2,2170
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Complex Conditional,The conditional expression cppName == null || javaName == null || !tokens.get().match('('`'['`'='`'`'`':'`';'`'{') is complex.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Complex Conditional,The conditional expression dcl.cppName.length() == 0 || (info != null && info.skip) || (info2 != null && info2.skip) is complex.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Complex Conditional,The conditional expression metadcl == null || metadcl.indices == 0 || dcl.indices == 0 is complex.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Complex Conditional,The conditional expression metadcl != null && metadcl.cppName != null && metadcl.cppName.length() > 0 is complex.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Complex Conditional,The conditional expression (dcl.type.constValue || dcl.constPointer || dcl.type.constExpr) && dcl.type.staticMember && indices.length() == 0 is complex.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Complex Conditional,The conditional expression "byte".equals(rawType) || "short".equals(rawType) || "int".equals(rawType)|| "long".equals(rawType)|| "float".equals(rawType)|| "double".equals(rawType)|| "char".equals(rawType)|| "boolean".equals(rawType) is complex.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Complex Method,Cyclomatic complexity of the method is 44,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Method,The method has 193 lines of code.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Statement,The length of the statement "nameAnnotation=metadcl.indices == 0 ? "@Name(\"" + metadcl.cppName + "."+ metadcl.type.cppName+ shortName+ "\") " : "@Name({\"" + metadcl.cppName + "\"` \"."+ metadcl.type.cppName+ shortName+ "\"}) ";" is 200.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Statement,The length of the statement "final boolean hasSetter=!(dcl.type.constValue && dcl.indirections == 0) && !dcl.constPointer && !dcl.type.constExpr&& !context.immutable;" is 137.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Statement,The length of the statement "decl.text+="\n" + nameAnnotation + "@MemberSetter "+ modifiers+ setterType+ "set"+ capitalizedJavaName+ "("+ indices+ dcl.type.annotations+ dcl.type.javaName+ " setter);";" is 171.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Statement,The length of the statement "if ("byte".equals(rawType) || "short".equals(rawType) || "int".equals(rawType)|| "long".equals(rawType)|| "float".equals(rawType)|| "double".equals(rawType)|| "char".equals(rawType)|| "boolean".equals(rawType)) {" is 212.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Statement,The length of the statement "decl.text+=metadcl.indices == 0 ? "@Name(\"" + metadcl.cppName + "."+ metadcl.type.cppName+ shortName+ "\") " : "@Name({\"" + metadcl.cppName + "\"` \"."+ metadcl.type.cppName+ shortName+ "\"}) ";" is 196.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Statement,The length of the statement "final boolean hasSetter=!dcl.type.constValue && !dcl.constPointer && !(dcl2.indirections < 2)&& !dcl2.type.constExpr&& !context.immutable;" is 138.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Long Statement,The length of the statement "decl.text+=modifiers + dcl.type.annotations.replace("@ByVal "`"@ByRef ") + dcl.type.javaName+ " "+ javaName+ "("+ indices+ ");";" is 128.,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Magic Number,The method contains a magic number: 2,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,variable,Magic Number,The method contains a magic number: 2,2598
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression (info == null && (hasArgs || beginIndex + 1 == endIndex)) || (info != null && info.cppText == null && info.cppTypes != null && info.cppTypes.length == 0) is complex.,2801
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression info != null && info.cppText == null && info.cppTypes != null && info.cppTypes.length > (hasArgs ? 0 : 1) is complex.,2801
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression lastIndex > beginIndex + 1 && (info == null || (info.cppText == null && (info.cppTypes == null || info.cppTypes.length == 1))) is complex.,2801
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression (prevToken.match(Token.IDENTIFIER`'>') && token.match(Token.IDENTIFIER`'(')) || token.match('{'`'}') is complex.,2801
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression info == null && info2 != null && info2.cppTypes != null is complex.,2801
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Conditional,The conditional expression info != null && info.cppText != null && info.cppTypes == null && !info.define is complex.,2801
bytedeco_javacpp,org.bytedeco.javacpp.tools,Parser,macro,Complex Method,Cyclomatic complexity of the method is 60,2801
